Objectives_Met,Venue_Rating,Schedule_Rating,Allowance_Rating,Speaker_Rating,Facilitator_Rating,Participant_Rating,department_name
2,2,2,3,2,2,2,SBAHM
2,2,2,2,2,2,2,SBAHM
2,1,2,2,2,2,2,SOM
2,2,2,2,2,2,1,SNAHS
2,1,2,2,2,1,2,SBAHM
1,2,1,1,2,2,2,BEU
2,2,2,2,2,1,2,SNAHS
2,2,2,2,2,2,1,SITE
2,2,2,1,2,4,2,BEU
2,1,2,2,2,1,2,SITE
2,1,3,2,2,2,2,SOM
2,4,1,2,2,3,2,SOM
2,2,2,2,2,2,2,SITE
2,2,3,2,2,2,2,SBAHM
2,5,2,3,1,2,3,SBAHM
2,2,2,2,2,1,3,SITE
2,2,3,2,2,2,3,SBAHM
2,2,2,2,2,2,2,SITE
2,2,2,2,2,2,2,SOM
2,2,4,4,2,2,2,SNAHS
2,2,2,2,2,2,2,SNAHS
1,2,2,2,2,2,2,SOM
2,2,2,2,2,1,2,SOM
2,2,1,2,1,2,2,SITE
2,2,2,2,2,2,2,SOM
3,2,4,3,2,1,3,SBAHM
3,1,2,2,1,3,2,SNAHS
2,2,2,2,5,2,2,BEU
2,2,2,2,2,1,2,SOM
2,2,2,3,2,2,2,SITE
1,1,2,2,2,3,2,SITE
4,2,2,2,2,1,2,SITE
2,2,2,2,2,2,2,SITE
2,2,2,2,3,2,2,SBAHM
2,2,2,3,2,2,2,SOM
2,2,2,2,2,2,2,SITE
4,2,2,2,2,2,2,BEU
2,2,2,3,2,2,2,SBAHM
2,2,2,2,2,2,2,SITE
2,2,2,2,2,2,2,SNAHS
3,2,2,2,2,2,2,SOM
2,2,1,2,2,1,2,SOM
2,1,2,2,2,2,2,SBAHM
1,2,2,2,2,2,2,SBAHM
2,2,2,2,2,1,3,SNAHS
2,2,2,2,2,2,1,SNAHS
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,2,2,SITE
2,2,2,2,2,2,2,SNAHS
2,4,2,2,2,1,2,BEU
1,2,1,1,3,1,2,BEU
2,2,2,1,2,2,2,SNAHS
2,2,2,2,2,2,2,SITE
2,2,2,2,2,2,1,SITE
2,3,2,3,1,2,2,SITE
2,2,1,1,2,2,2,SNAHS
2,2,1,2,2,3,3,SBAHM
2,1,2,2,2,2,2,SOM
2,1,2,2,2,2,5,BEU
3,1,2,2,2,2,1,SNAHS
1,2,2,1,2,2,2,SOM
3,2,2,2,2,2,2,BEU
2,2,2,2,1,1,1,SITE
2,2,2,2,4,2,2,BEU
2,2,2,2,2,2,1,SITE
2,2,2,2,2,2,2,SOM
3,2,2,2,1,2,2,SBAHM
2,2,1,2,2,2,2,BEU
3,2,2,2,2,4,2,SNAHS
2,3,2,2,2,1,2,SOM
3,2,1,2,2,2,2,SBAHM
2,2,2,2,2,1,3,SITE
2,2,2,1,1,2,2,SBAHM
2,2,1,2,2,2,2,SNAHS
1,2,2,2,2,2,2,SITE
2,2,2,2,2,2,2,SBAHM
2,2,1,2,1,2,2,SITE
2,2,2,4,2,2,2,SITE
2,2,2,2,4,2,2,SOM
2,3,1,1,2,3,2,BEU
2,2,2,2,2,2,2,SNAHS
2,2,3,2,2,4,1,BEU
3,2,2,2,2,1,2,BEU
2,2,2,2,2,2,2,SNAHS
2,2,2,2,2,1,2,BEU
2,2,2,2,1,1,2,SNAHS
2,2,3,2,2,2,2,SBAHM
3,2,2,4,3,4,3,SNAHS
2,2,2,2,2,1,2,BEU
2,2,2,2,1,2,1,SNAHS
1,2,2,2,2,2,2,SNAHS
2,2,3,2,2,2,2,SOM
2,2,4,4,2,2,4,SBAHM
2,2,2,2,2,2,2,SNAHS
2,2,1,2,2,2,2,SNAHS
1,2,2,2,1,2,2,SNAHS
2,2,2,2,2,1,2,BEU
4,2,2,2,2,2,2,SITE
2,2,2,2,3,1,2,SBAHM
2,2,2,2,2,3,2,BEU
3,2,1,2,2,2,2,SNAHS
2,5,2,2,2,3,2,SBAHM
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,1,2,SOM
2,2,2,2,3,1,1,SOM
3,2,2,3,2,1,2,SOM
1,2,2,2,4,1,2,SNAHS
1,2,2,2,2,1,2,SOM
2,2,2,1,4,1,2,BEU
2,2,2,3,2,1,2,BEU
2,2,2,2,2,2,2,BEU
2,2,2,2,3,2,2,SNAHS
5,3,2,2,2,1,3,SBAHM
5,2,2,3,2,3,3,SBAHM
3,2,2,2,3,2,2,SOM
2,3,2,2,2,1,2,SOM
2,2,2,2,2,1,2,SOM
2,2,2,2,2,1,1,BEU
2,2,2,2,2,2,2,SITE
2,2,2,2,2,3,2,SOM
1,2,2,2,2,1,2,SOM
2,2,1,2,2,3,2,SOM
2,2,2,2,2,1,2,BEU
2,2,2,2,4,2,2,SITE
2,2,2,2,2,2,1,SITE
2,2,1,2,2,1,2,BEU
2,3,2,2,2,2,2,SITE
2,2,2,2,2,2,2,SNAHS
3,2,2,2,2,1,2,SNAHS
2,2,2,2,2,2,3,BEU
2,5,2,2,3,1,2,SOM
2,2,3,2,3,2,2,BEU
3,2,2,2,2,1,2,SOM
2,2,2,2,2,1,2,SNAHS
2,2,2,2,2,2,2,SOM
2,2,2,2,2,1,3,SITE
1,2,2,2,1,2,2,SBAHM
2,2,1,2,2,2,2,SITE
2,5,2,2,2,4,2,SITE
2,2,2,3,2,3,2,SNAHS
2,2,2,2,2,2,2,BEU
1,5,2,1,1,2,2,SITE
2,2,3,2,2,2,2,SNAHS
2,1,2,2,2,2,2,SBAHM
2,2,2,2,2,2,2,SNAHS
2,3,2,1,2,2,1,SNAHS
2,2,2,2,2,2,3,BEU
2,3,2,2,2,2,1,SNAHS
2,2,2,2,3,3,2,SITE
2,2,2,2,2,2,2,SNAHS
2,3,2,1,2,4,2,BEU
2,3,2,2,2,2,2,SBAHM
3,2,3,2,2,4,1,SITE
2,2,2,5,3,2,2,SNAHS
2,2,2,2,2,1,2,SBAHM
1,2,2,2,1,1,1,SNAHS
2,2,1,2,2,1,5,SNAHS
2,2,1,2,2,1,2,SBAHM
2,2,2,3,2,1,2,SNAHS
2,3,1,2,1,2,2,SITE
2,2,2,2,4,3,1,SNAHS
2,1,2,2,2,2,2,SBAHM
2,2,2,2,2,1,2,BEU
2,1,1,2,2,1,2,SNAHS
2,2,2,2,2,1,2,BEU
2,2,3,2,2,4,1,SITE
2,2,2,2,2,1,2,SNAHS
2,2,2,2,2,2,3,BEU
3,2,3,1,2,2,2,SNAHS
2,2,2,2,3,2,2,BEU
2,2,2,1,1,1,2,SNAHS
2,1,2,1,2,1,1,SBAHM
3,2,3,2,2,2,2,BEU
2,4,2,2,2,2,2,SNAHS
2,1,2,2,2,2,2,SOM
2,1,2,2,2,2,2,SBAHM
2,2,2,2,2,2,3,BEU
2,2,2,2,2,2,1,SBAHM
1,2,2,4,2,2,2,BEU
2,2,2,1,2,2,2,SITE
1,2,2,2,2,2,2,SBAHM
2,2,2,3,2,2,2,SITE
2,2,2,2,2,2,2,BEU
2,2,3,5,2,2,2,SBAHM
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,2,2,SBAHM
2,2,2,3,2,1,1,SNAHS
2,2,2,2,2,2,2,SNAHS
2,2,2,2,3,2,2,SITE
2,4,2,2,2,2,2,SBAHM
2,2,2,2,1,1,2,SOM
2,2,2,2,3,2,2,SITE
2,3,2,1,2,2,2,BEU
2,2,2,1,2,2,2,SOM
2,2,2,2,2,1,2,SBAHM
2,3,4,4,3,2,2,SITE
2,1,2,2,3,2,2,BEU
2,2,2,2,2,2,3,BEU
4,2,2,2,2,2,4,SNAHS
2,2,2,2,2,2,2,SITE
2,2,2,3,2,2,2,SNAHS
2,5,2,2,2,2,2,BEU
2,2,2,2,1,1,1,SITE
2,2,1,2,3,1,2,SNAHS
2,2,2,2,2,2,2,SNAHS
4,2,2,1,2,2,2,SBAHM
5,2,2,2,2,2,2,SBAHM
2,3,1,2,2,3,2,SBAHM
1,1,3,2,2,2,2,SOM
1,5,2,2,2,3,2,SITE
2,2,2,2,2,1,2,SITE
2,2,2,2,2,2,2,SBAHM
2,2,1,2,3,2,2,SNAHS
1,1,2,2,2,3,2,SBAHM
2,2,3,2,2,2,2,SNAHS
2,2,2,2,2,2,2,SOM
2,2,2,2,2,2,2,BEU
2,2,2,2,2,3,2,SOM
2,2,2,2,2,2,2,SOM
2,2,2,2,2,2,1,SNAHS
2,2,2,3,2,2,2,SOM
2,2,2,2,2,2,2,BEU
2,2,2,2,2,2,2,SOM
2,2,2,2,2,2,2,SITE
2,2,2,2,2,5,2,SOM
3,2,2,2,2,1,2,SITE
2,2,2,2,2,3,2,SNAHS
2,2,2,2,2,2,1,BEU
2,1,2,2,2,2,2,SNAHS
2,2,2,3,2,2,1,SNAHS
2,2,2,1,2,2,2,SBAHM
2,2,2,2,2,2,3,BEU
2,2,2,2,2,3,5,SNAHS
2,2,2,2,1,2,2,SOM
2,2,2,2,2,2,2,SNAHS
2,3,2,2,2,1,2,SOM
2,2,2,2,4,2,1,SNAHS
2,2,2,2,2,3,2,SITE
2,2,2,2,2,1,2,SNAHS
2,2,2,2,1,2,1,SBAHM
2,2,3,2,2,2,2,SOM
1,3,2,3,2,1,5,SBAHM
1,2,2,2,2,3,2,SNAHS
2,2,2,2,2,2,2,SITE
2,3,2,2,5,2,2,BEU
1,2,2,3,2,2,2,SNAHS
2,2,2,3,2,2,2,SNAHS
1,2,1,2,5,3,2,BEU
2,2,2,2,2,2,3,SBAHM
2,3,2,2,1,1,2,SITE
2,2,2,2,2,2,2,SOM
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,1,3,SITE
2,2,2,4,2,2,2,SITE
2,2,2,2,2,3,2,BEU
2,1,1,2,2,2,1,SBAHM
3,2,2,2,2,3,2,SOM
2,2,2,2,2,2,2,SOM
2,2,2,3,2,2,1,BEU
2,2,2,2,2,1,2,BEU
2,2,2,2,2,3,2,SOM
3,2,3,2,2,3,2,SBAHM
2,2,3,2,2,1,2,BEU
1,2,2,2,2,2,2,SOM
2,2,2,1,2,2,1,SBAHM
2,2,2,2,2,2,2,SOM
2,2,2,2,2,2,2,BEU
2,2,2,2,1,1,2,BEU
2,2,2,3,1,5,2,BEU
2,2,2,2,2,2,3,SOM
2,2,1,3,1,4,1,BEU
2,3,1,2,2,2,1,SOM
2,1,2,3,2,2,2,BEU
2,2,2,2,2,2,2,SOM
2,2,2,2,2,2,2,SNAHS
2,1,2,3,2,2,2,BEU
2,2,2,2,3,3,2,BEU
3,2,2,2,2,2,2,SNAHS
2,2,2,2,2,2,2,SITE
3,2,2,1,2,2,2,SNAHS
2,2,2,2,1,4,2,SITE
2,3,2,2,2,2,2,BEU
2,2,1,2,2,2,2,SITE
2,2,2,2,2,2,2,SNAHS
2,3,2,3,2,2,3,SOM
2,2,2,2,2,2,2,SNAHS
2,2,2,2,2,3,2,SNAHS
5,2,2,2,2,4,2,SNAHS
2,2,2,3,2,2,3,BEU
1,2,2,2,2,2,2,BEU
2,3,2,2,2,5,1,SNAHS
2,2,2,2,2,3,3,SITE
2,2,2,2,2,2,2,SNAHS
2,1,2,2,3,1,2,SBAHM
2,2,2,2,2,2,2,BEU
2,2,2,3,2,2,2,SITE
2,2,2,1,1,2,2,SOM
2,2,2,2,1,2,3,BEU
2,2,2,1,2,3,4,BEU
2,2,2,2,2,2,2,SITE
1,2,2,3,2,2,2,SBAHM
2,1,2,1,2,2,2,SITE
2,1,3,2,2,2,2,BEU
2,3,2,2,2,2,2,SOM
2,2,2,2,2,2,2,SBAHM
2,2,3,2,1,3,2,SBAHM
2,2,2,2,2,2,1,SOM
1,1,2,2,2,2,2,BEU
2,2,2,2,2,2,2,SNAHS
3,2,2,2,2,2,5,SBAHM
2,2,2,2,2,1,2,SOM
2,2,2,4,2,1,1,SITE
5,1,3,2,2,2,2,SNAHS
2,2,2,2,2,2,2,SOM
3,2,2,2,5,2,2,SOM
2,2,2,2,2,2,1,BEU
3,2,2,2,1,2,2,BEU
2,1,1,2,2,5,2,SITE
2,2,4,2,2,1,2,SBAHM
2,3,2,2,2,3,2,SOM
2,2,1,2,2,1,2,SOM
2,2,1,2,2,2,1,SOM
2,2,1,5,2,2,2,SNAHS
2,2,2,2,3,2,3,SOM
5,2,1,2,3,2,2,SOM
4,2,2,2,2,2,2,SITE
2,2,2,2,2,2,2,SOM
2,2,2,1,2,2,2,SBAHM
2,2,2,2,2,2,2,SITE
2,1,2,2,2,2,2,SNAHS
2,2,1,2,2,2,1,SOM
3,2,1,2,2,2,1,SNAHS
2,2,2,2,2,5,2,SOM
2,2,1,2,2,2,1,SBAHM
2,3,1,2,2,2,2,SITE
1,2,2,1,2,1,2,SOM
2,2,2,2,1,2,2,SNAHS
2,2,2,2,2,2,2,SITE
1,2,2,2,2,2,2,BEU
3,2,2,3,2,2,2,SBAHM
2,2,2,2,2,2,2,SNAHS
2,2,2,2,2,2,2,SNAHS
2,2,2,1,1,2,2,SITE
2,2,1,2,2,2,2,SOM
2,1,1,2,2,2,2,SNAHS
3,2,2,2,2,2,2,SNAHS
3,2,2,2,2,2,2,SBAHM
2,2,2,2,2,4,1,SNAHS
2,2,1,2,3,2,2,SITE
2,2,2,1,2,4,3,BEU
2,2,2,2,2,1,2,SNAHS
2,2,2,2,2,1,2,BEU
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,2,4,BEU
2,2,2,4,2,2,2,BEU
1,2,2,2,3,1,2,SNAHS
2,2,2,2,3,3,3,BEU
2,2,1,1,2,2,2,SNAHS
2,2,2,1,4,2,2,SITE
2,2,2,2,2,1,2,SNAHS
2,2,2,2,3,2,2,SITE
2,3,2,2,2,2,2,SOM
2,2,2,2,2,2,2,SBAHM
2,1,2,2,2,2,2,SITE
2,2,2,3,2,1,2,SNAHS
3,2,3,2,2,2,2,SITE
2,2,2,3,2,2,2,SBAHM
4,2,1,2,3,2,2,SITE
2,4,2,4,1,2,2,SBAHM
3,2,2,2,2,2,2,SOM
2,2,2,3,2,1,2,SNAHS
2,1,2,1,2,2,1,BEU
2,2,2,2,4,2,2,SITE
2,1,2,3,2,2,2,SOM
4,3,2,2,2,2,2,SOM
2,2,2,3,2,1,3,SITE
2,2,1,2,2,2,2,SOM
2,2,4,2,2,2,2,SBAHM
2,4,2,2,2,2,2,SITE
2,2,2,2,2,1,1,SNAHS
3,2,2,2,5,2,2,SOM
2,2,1,2,2,3,2,SBAHM
2,2,2,1,2,1,2,SBAHM
2,2,3,3,2,4,2,SITE
2,2,2,5,2,1,3,SNAHS
2,2,1,2,1,2,2,SBAHM
2,2,1,2,2,2,2,SOM
5,2,2,2,2,3,5,BEU
2,2,2,2,2,3,2,SBAHM
2,2,3,2,2,2,2,SOM
2,3,3,2,3,2,5,BEU
2,2,3,2,4,1,2,SITE
3,2,2,2,2,2,2,SNAHS
3,2,2,1,2,1,2,SNAHS
2,2,3,2,2,2,3,BEU
1,2,2,2,2,2,3,BEU
2,2,2,2,1,2,2,BEU
2,2,2,3,3,3,2,BEU
2,2,1,2,2,2,2,BEU
2,2,1,2,2,2,2,SNAHS
2,2,5,2,2,1,2,SNAHS
3,2,2,2,2,1,2,SOM
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,3,2,BEU
2,2,2,1,2,2,2,SNAHS
2,2,2,2,2,2,3,BEU
2,2,2,1,2,2,2,SNAHS
2,2,2,2,2,1,2,BEU
2,2,2,1,2,2,1,SNAHS
2,3,1,2,2,2,2,SBAHM
2,2,2,2,2,2,2,SBAHM
3,2,2,2,3,2,2,SNAHS
3,2,2,2,1,2,2,SOM
1,2,2,2,3,1,3,SITE
2,2,2,2,2,2,2,SOM
4,2,2,2,2,2,2,SNAHS
1,2,2,2,2,2,2,SNAHS
2,2,3,2,2,2,2,SBAHM
2,3,2,2,2,3,2,BEU
2,1,2,3,2,1,2,BEU
2,2,2,3,3,2,2,SITE
2,4,2,2,2,1,2,BEU
2,2,2,2,2,4,2,SBAHM
2,2,2,2,2,2,2,BEU
5,2,1,2,2,2,1,SOM
2,1,2,2,2,1,2,BEU
2,2,1,2,2,2,2,SNAHS
2,2,2,2,1,1,2,SNAHS
3,2,2,3,2,2,2,SBAHM
1,2,2,2,2,2,2,SOM
1,2,2,2,2,2,2,SNAHS
2,2,2,2,2,2,2,SBAHM
2,2,2,3,2,2,3,SBAHM
2,2,3,2,1,2,2,SBAHM
2,2,2,1,2,2,2,BEU
2,2,1,2,2,2,2,SITE
3,2,2,2,2,4,2,BEU
2,1,1,2,1,2,2,SOM
1,2,2,2,2,2,2,BEU
2,2,2,2,2,2,2,SOM
2,2,2,2,2,1,2,BEU
2,2,2,2,2,1,2,SNAHS
2,2,1,2,2,1,2,SBAHM
1,2,1,3,2,2,2,BEU
1,2,4,2,2,2,2,SBAHM
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,4,2,SOM
2,2,2,2,2,2,1,SBAHM
2,2,3,3,2,2,2,SITE
5,2,2,3,2,2,2,SITE
2,2,4,2,3,2,2,SNAHS
5,2,2,2,2,2,2,SNAHS
2,2,1,2,2,1,2,SOM
2,2,2,3,4,1,2,SOM
2,2,2,2,2,4,2,SNAHS
3,2,1,2,2,3,2,SOM
1,3,1,2,2,2,3,BEU
2,1,2,4,2,2,2,SNAHS
4,2,2,2,2,2,2,SITE
2,3,1,2,2,1,2,SBAHM
2,2,2,2,1,2,2,SNAHS
2,2,4,2,3,1,2,SITE
3,2,2,2,2,2,2,SBAHM
2,2,2,3,2,2,2,BEU
3,2,2,2,2,2,2,SNAHS
2,2,2,2,2,1,2,SBAHM
2,2,1,2,2,2,2,SOM
2,2,2,2,4,2,1,BEU
2,3,2,1,2,2,2,SITE
2,2,2,3,2,2,2,SITE
2,2,2,2,2,2,2,SNAHS
2,2,1,2,2,1,2,SOM
3,2,2,2,2,1,2,SBAHM
2,2,2,2,2,2,4,SITE
3,2,2,2,2,1,2,SITE
2,2,2,2,2,2,2,SITE
2,2,2,1,1,2,2,SITE
2,1,2,2,2,1,2,SOM
1,4,2,3,2,5,2,SOM
2,3,2,2,2,3,2,SITE
2,5,2,2,2,2,2,BEU
2,1,2,2,3,2,2,SBAHM
2,2,2,2,2,3,2,SNAHS
2,2,2,2,4,2,3,SITE
2,2,1,2,2,2,2,SOM
2,2,2,2,2,3,2,SOM
2,1,2,1,2,3,2,SNAHS
2,2,2,2,1,2,2,BEU
2,2,3,2,4,2,2,SBAHM
2,2,2,3,2,2,2,BEU
2,2,2,2,2,2,2,SBAHM
2,2,3,2,2,1,2,BEU
2,2,4,2,2,3,2,SITE
2,2,2,2,2,2,2,SOM
2,2,2,2,2,3,2,BEU
2,2,1,2,2,1,2,SOM
2,2,1,2,2,2,3,SOM
2,2,3,2,3,1,4,SOM
2,2,2,1,2,2,2,SBAHM
2,2,2,2,2,2,3,SITE
2,2,2,2,1,2,2,SNAHS
2,2,3,2,3,4,2,BEU
2,2,2,4,2,2,2,SITE
2,3,2,3,2,2,1,SITE
2,2,2,3,2,1,1,SITE
3,2,2,2,2,2,1,SBAHM
2,2,2,2,2,1,2,SBAHM
2,2,1,2,2,2,2,SITE
3,2,2,2,2,2,2,SOM
1,2,2,2,2,2,2,BEU
2,2,3,1,2,2,3,SNAHS
2,2,2,2,2,2,2,SBAHM
1,2,2,2,2,1,2,BEU
3,2,2,2,2,2,2,SOM
1,1,3,2,2,2,3,SOM
2,2,2,2,2,2,2,SNAHS
2,2,2,3,2,2,1,BEU
2,3,3,2,4,2,1,SBAHM
2,2,2,2,2,2,2,SBAHM
2,2,2,3,2,2,5,SNAHS
2,2,2,2,2,2,2,SBAHM
2,3,2,3,2,1,1,SNAHS
2,2,2,2,2,2,2,SOM
1,2,2,2,2,1,2,SNAHS
2,2,1,1,3,2,2,SITE
3,2,2,2,3,2,1,SBAHM
2,2,1,2,3,1,2,SBAHM
2,2,2,2,2,2,2,BEU
2,2,1,3,2,2,2,SITE
2,2,2,1,3,2,2,BEU
2,2,2,2,2,2,2,BEU
2,2,2,2,2,2,2,SBAHM
2,2,2,2,2,2,3,SNAHS
2,2,2,2,5,2,1,BEU
2,2,2,2,3,2,2,SITE
2,2,2,2,1,3,4,SBAHM
2,2,2,2,2,2,2,SOM
2,3,2,2,2,1,2,SITE
4,3,1,2,2,2,2,SNAHS
2,2,2,2,2,1,2,SOM
2,2,2,2,2,2,1,SBAHM
2,2,1,2,2,2,2,SITE
2,2,2,2,3,1,2,BEU
2,2,2,2,3,1,2,SNAHS
1,5,2,2,2,2,2,SNAHS
2,2,1,2,2,2,2,SITE
3,2,1,2,2,2,2,SOM
2,2,2,2,2,2,2,SBAHM
2,2,1,2,2,2,2,SITE
3,2,2,2,2,2,2,SNAHS
2,2,2,2,2,2,2,SBAHM
1,2,1,2,2,2,3,BEU
2,2,1,2,2,2,2,SNAHS
2,2,3,2,1,2,2,SNAHS
2,2,3,2,2,1,2,SOM
2,2,2,2,2,5,2,SNAHS
2,3,2,2,2,1,2,SBAHM
2,2,2,2,2,2,2,BEU
3,2,2,2,2,2,2,SITE
2,2,3,2,2,2,2,SNAHS
2,2,2,2,1,1,2,BEU
3,2,2,2,2,2,2,SITE
2,2,1,2,2,2,2,SBAHM
2,2,2,2,2,1,2,SNAHS
2,2,2,2,2,1,2,SNAHS
2,2,2,2,2,1,2,SITE
3,2,2,2,2,3,2,BEU
2,2,2,1,1,2,2,SNAHS
2,2,2,3,2,2,2,SOM
2,1,3,1,2,2,2,SBAHM
2,2,2,4,2,1,2,SBAHM
2,2,2,2,2,1,2,SITE
2,2,1,2,2,2,2,SNAHS
2,2,2,2,3,1,2,SNAHS
2,4,2,2,2,1,3,SOM
2,2,2,2,2,2,2,BEU
2,2,2,3,3,1,2,SOM
3,2,3,3,2,2,2,SOM
1,2,2,3,2,2,5,BEU
2,2,2,2,2,2,2,SBAHM
2,2,2,3,2,3,3,SOM
2,1,2,2,1,4,2,BEU
2,2,2,2,2,1,3,BEU
2,2,2,2,3,1,2,SITE
2,2,2,2,2,2,2,SITE
3,2,2,2,1,2,2,SNAHS
2,2,2,2,4,2,2,SBAHM
2,2,2,2,2,1,2,SITE
3,2,3,2,2,2,2,BEU
2,2,2,2,2,3,2,SNAHS
2,2,2,2,2,2,3,SITE
1,2,2,1,2,2,2,SNAHS
2,2,2,2,2,1,2,BEU
2,2,2,2,2,4,4,SNAHS
2,2,2,2,2,2,2,SOM
2,2,2,3,2,2,2,SOM
2,2,2,2,2,1,2,SBAHM
