Objectives_Met,Venue_Rating,Schedule_Rating,Allowance_Rating,Speaker_Rating,Facilitator_Rating,Participant_Rating,department_name
5,2,5,5,5,5,4,SITE
4,5,5,5,5,5,5,SITE
4,5,5,5,5,5,5,SBAHM
5,5,5,4,4,5,5,SNAHS
5,5,5,5,5,5,5,SBAHM
5,5,4,5,5,5,5,SBAHM
5,5,4,5,5,4,5,SNAHS
5,5,5,5,5,5,5,BEU
5,4,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SNAHS
5,4,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SNAHS
5,3,4,4,5,5,4,BEU
5,5,5,2,4,5,4,SNAHS
5,5,5,5,4,5,5,SBAHM
5,5,5,5,5,5,5,BEU
5,4,5,5,5,5,5,SITE
4,4,4,5,5,5,5,BEU
5,5,3,5,5,4,5,BEU
5,4,5,5,5,5,5,SBAHM
5,5,5,5,5,4,5,SNAHS
4,5,5,4,5,5,5,SOM
5,5,5,5,5,5,5,SNAHS
3,5,5,5,3,5,5,BEU
5,5,5,5,5,4,5,SOM
5,5,5,5,4,5,4,SITE
4,5,5,5,3,5,2,SOM
5,5,5,5,5,5,4,SOM
5,2,5,4,5,5,4,SITE
5,3,5,5,5,5,5,BEU
5,5,3,5,5,5,5,SBAHM
5,5,2,5,5,5,5,SITE
5,5,5,4,5,5,4,SOM
5,5,5,5,5,5,4,SNAHS
5,5,5,5,5,5,4,SBAHM
5,5,3,5,5,5,5,BEU
3,5,5,5,4,5,5,SBAHM
5,5,5,4,5,5,5,BEU
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,3,SITE
5,5,5,5,5,5,5,SBAHM
5,5,5,4,5,5,5,SOM
5,5,5,4,5,5,5,SNAHS
5,5,4,5,5,5,5,SNAHS
5,5,4,5,5,5,5,BEU
5,5,3,5,5,5,5,SITE
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,4,SITE
5,4,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
4,5,5,5,5,5,5,BEU
5,5,5,5,4,5,5,SBAHM
5,4,5,3,5,5,5,SNAHS
5,4,5,4,5,5,5,SOM
5,5,5,2,5,5,2,SITE
4,5,4,5,5,5,5,SBAHM
4,5,4,4,4,5,5,BEU
5,5,5,5,5,5,5,SNAHS
5,5,3,5,5,5,5,SOM
5,5,5,5,5,5,5,BEU
5,5,4,5,5,5,5,SNAHS
5,5,5,5,5,4,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SBAHM
5,5,5,5,4,5,5,SNAHS
5,5,5,5,2,5,5,SITE
5,4,5,5,5,5,5,SNAHS
5,2,4,5,5,5,5,SOM
5,5,5,5,5,2,5,SBAHM
5,5,5,5,5,5,5,SNAHS
5,5,5,5,1,5,5,BEU
4,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,BEU
5,5,5,5,5,4,1,BEU
5,5,5,5,5,5,5,SBAHM
5,5,5,2,5,5,5,SNAHS
5,5,5,2,4,5,5,SOM
5,5,5,5,5,4,5,SBAHM
5,5,5,5,5,5,5,SBAHM
5,5,4,5,5,5,5,SITE
5,5,4,5,5,3,5,SBAHM
5,4,5,5,5,5,5,SOM
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SBAHM
5,5,5,5,2,5,5,SITE
5,5,5,5,5,5,5,BEU
5,5,5,4,5,5,5,SITE
5,5,5,5,4,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,5,SOM
5,4,5,5,5,5,5,SITE
5,5,5,5,4,5,5,SITE
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,5,BEU
5,5,5,5,4,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SBAHM
4,5,5,5,2,5,5,SOM
5,4,5,5,5,5,5,SBAHM
3,5,5,5,5,5,5,SNAHS
5,5,4,4,4,5,3,SBAHM
5,4,4,5,2,5,4,SITE
5,5,5,4,5,5,5,BEU
5,5,5,5,5,5,4,SBAHM
5,5,5,4,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SBAHM
4,5,5,5,4,5,5,SOM
5,4,4,3,5,5,5,SOM
5,5,5,5,4,5,5,SNAHS
2,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SOM
5,5,5,5,5,3,5,SOM
5,3,5,5,5,5,4,SOM
5,4,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SBAHM
5,5,5,4,3,5,5,SITE
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,4,BEU
4,5,4,5,5,5,5,SNAHS
5,5,5,5,5,5,5,BEU
5,5,4,4,5,5,5,BEU
5,4,4,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,5,5,4,5,5,SITE
5,5,5,5,5,5,5,SNAHS
5,5,5,5,4,5,5,BEU
5,5,5,4,5,5,5,BEU
5,4,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SOM
4,5,5,4,5,5,5,SITE
2,1,4,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
4,5,5,5,4,5,5,BEU
5,5,4,5,5,5,5,SITE
5,5,1,4,5,4,5,SBAHM
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,2,SNAHS
5,5,5,2,5,5,1,BEU
4,5,5,5,5,5,5,SBAHM
5,5,5,4,5,4,5,SITE
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SITE
5,4,5,5,5,5,5,BEU
4,5,5,5,5,5,4,BEU
4,5,5,5,5,5,5,SBAHM
4,5,5,5,5,5,3,SNAHS
5,5,3,5,4,5,5,SBAHM
5,4,5,5,5,4,5,SOM
5,4,5,5,5,5,5,SBAHM
4,5,3,5,5,5,5,SOM
5,5,5,5,5,5,5,SITE
5,5,5,4,5,5,5,SNAHS
5,4,5,4,5,5,4,SNAHS
1,5,5,4,4,5,5,SITE
5,5,5,5,4,4,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,5,4,5,5,SBAHM
5,4,5,4,5,5,5,SITE
5,5,5,4,5,4,3,SOM
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,3,BEU
5,5,5,5,5,5,5,SITE
5,5,5,5,4,5,5,SOM
4,5,5,5,5,5,5,SNAHS
5,4,3,5,5,5,5,SBAHM
4,5,4,5,5,5,5,BEU
5,4,4,5,5,5,5,BEU
5,5,5,5,3,5,5,BEU
5,5,4,5,5,1,5,SITE
5,2,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,4,SOM
4,5,4,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SITE
5,5,5,5,4,5,5,SITE
5,5,5,5,4,5,5,SITE
5,4,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SNAHS
5,3,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SOM
5,5,3,5,5,5,5,BEU
5,4,5,5,5,5,5,SNAHS
5,5,5,5,4,5,5,SNAHS
5,5,5,5,5,4,5,BEU
5,1,5,5,5,5,5,SOM
5,5,5,5,5,4,4,SITE
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,BEU
5,4,5,5,5,5,5,SITE
5,4,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,4,SOM
4,5,5,5,3,5,4,SOM
5,4,5,5,4,5,5,BEU
5,5,4,5,5,4,5,SBAHM
5,4,5,5,4,5,5,SITE
5,1,4,5,4,5,5,SITE
4,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,5,BEU
5,5,4,5,5,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,5,5,2,5,SITE
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,4,SBAHM
5,5,4,5,4,5,5,BEU
5,5,5,5,5,5,5,SNAHS
5,4,5,5,5,4,4,SNAHS
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SBAHM
5,4,3,5,5,5,5,SITE
5,5,4,4,5,5,3,SNAHS
5,5,5,5,5,3,5,SBAHM
5,3,5,4,5,5,4,SNAHS
5,5,5,5,5,5,5,SITE
5,5,5,5,4,5,5,SNAHS
5,4,5,5,5,5,5,SBAHM
4,5,5,5,5,5,3,SITE
5,5,5,5,5,5,3,SITE
5,5,4,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SOM
5,2,5,5,5,5,5,SNAHS
5,5,5,1,5,5,3,SNAHS
5,5,5,5,5,5,4,SNAHS
5,5,5,5,5,5,5,SNAHS
3,2,5,4,4,5,5,SOM
5,5,5,5,5,5,5,SBAHM
5,5,5,4,5,5,5,SOM
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,3,SITE
5,4,5,5,5,5,4,BEU
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,3,5,SITE
4,5,5,4,5,5,5,SBAHM
5,5,5,4,5,5,5,BEU
5,5,5,5,5,3,5,SITE
5,5,5,4,5,5,5,SOM
5,5,5,5,4,5,5,SITE
5,5,5,5,5,5,5,SOM
5,5,5,4,5,5,5,BEU
5,1,5,5,3,5,5,SOM
5,4,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SBAHM
4,5,5,2,5,5,5,SITE
5,5,4,5,5,5,5,SOM
5,4,5,5,5,5,5,SBAHM
5,3,4,5,5,5,5,SITE
4,4,5,5,5,5,5,SNAHS
5,5,5,5,5,4,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,3,5,SITE
5,5,5,5,5,5,5,SITE
5,3,4,5,5,5,5,BEU
5,5,5,3,4,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,4,5,SITE
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SNAHS
4,4,5,5,5,5,1,SITE
5,5,5,5,5,2,5,SITE
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SOM
2,5,5,5,4,5,5,SNAHS
4,5,4,5,5,4,5,SBAHM
5,3,5,5,5,5,5,SNAHS
5,5,5,5,5,3,4,SNAHS
5,5,4,5,1,5,5,BEU
5,3,5,5,5,5,5,SITE
5,5,5,5,5,5,4,SITE
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,4,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SOM
4,4,5,5,4,5,5,SOM
5,5,5,5,5,4,5,SNAHS
5,3,5,5,5,5,5,BEU
5,5,4,5,5,5,5,SOM
5,5,5,5,5,5,5,SBAHM
5,4,5,5,5,5,4,SITE
5,5,5,4,5,4,5,SBAHM
3,5,5,5,3,5,5,SOM
5,5,4,4,5,3,5,SITE
5,5,5,5,5,5,5,SITE
5,4,5,5,5,4,5,BEU
5,5,5,5,5,5,5,SBAHM
5,5,5,2,5,5,5,BEU
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,3,5,5,5,5,5,SNAHS
3,5,4,5,5,5,5,SNAHS
5,4,2,5,3,5,5,SOM
2,5,4,5,5,5,5,SBAHM
5,5,5,4,4,5,4,SNAHS
5,5,5,5,5,3,5,SITE
4,5,5,5,5,4,5,SNAHS
5,5,5,4,5,5,5,SNAHS
5,5,5,5,5,5,5,BEU
4,5,5,4,5,5,3,SNAHS
5,3,5,5,5,5,5,SBAHM
5,5,5,5,5,5,3,SBAHM
5,5,5,5,5,3,4,SITE
5,5,5,5,4,5,5,SITE
3,5,5,3,4,5,5,BEU
5,5,5,5,5,5,3,SBAHM
5,5,4,5,4,5,5,BEU
5,4,5,4,4,4,5,SBAHM
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SBAHM
5,5,4,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SBAHM
5,4,5,5,3,5,5,SOM
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,2,SOM
5,5,5,5,5,4,5,SNAHS
5,3,3,5,5,5,5,SITE
4,3,5,5,5,4,5,SITE
5,4,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,4,BEU
5,4,5,5,5,5,3,SNAHS
5,5,5,4,5,5,5,SNAHS
5,5,5,5,4,5,5,BEU
5,5,5,5,5,2,5,SBAHM
5,5,5,5,5,5,5,SITE
4,5,5,4,5,5,2,SBAHM
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,5,SOM
5,5,5,5,5,5,1,BEU
5,5,5,5,5,4,4,SOM
5,5,1,5,5,5,5,SOM
5,3,5,5,5,5,5,BEU
5,5,5,5,5,3,5,SBAHM
4,5,5,5,4,5,5,SNAHS
5,5,5,4,5,5,5,SNAHS
4,5,3,5,5,4,1,SNAHS
5,5,5,3,5,5,3,SITE
5,5,5,5,4,5,5,BEU
5,4,5,5,5,4,5,SNAHS
5,5,5,5,5,5,5,SBAHM
5,4,5,5,5,5,5,SBAHM
5,5,5,5,5,4,5,BEU
5,5,5,4,5,4,5,SOM
5,4,5,5,5,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,4,5,BEU
4,5,4,5,5,4,5,SBAHM
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,5,5,4,5,4,SBAHM
5,5,5,5,5,4,5,SOM
5,5,5,5,5,5,2,SOM
2,5,5,5,5,5,4,SOM
5,4,5,5,5,5,5,SITE
5,5,5,5,5,4,5,SITE
4,5,5,5,5,5,5,SOM
4,5,5,5,5,5,5,SITE
5,5,5,5,5,5,4,SBAHM
5,5,4,5,5,5,5,SITE
5,5,5,5,5,1,5,SNAHS
5,5,5,5,2,5,4,SBAHM
5,5,5,5,5,5,3,SOM
5,4,5,5,5,5,5,SBAHM
5,5,5,3,2,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,2,5,5,5,SBAHM
4,5,5,4,4,5,5,SBAHM
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SBAHM
5,5,4,5,5,5,4,SNAHS
5,5,5,5,5,5,5,SITE
4,5,5,5,5,4,5,SNAHS
5,5,5,5,4,5,5,SOM
5,5,5,5,5,1,5,BEU
3,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SITE
5,5,5,3,5,5,5,SITE
5,3,5,5,4,5,5,SITE
5,5,5,5,5,3,5,SITE
5,4,5,5,5,5,5,SBAHM
5,5,5,5,5,5,4,SITE
5,5,4,5,5,5,5,BEU
2,5,5,4,5,5,5,SNAHS
5,3,4,5,5,5,5,BEU
5,5,5,5,5,4,5,SOM
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,5,BEU
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,2,SBAHM
5,5,5,5,5,3,4,BEU
4,5,5,5,5,5,5,SITE
4,5,5,5,5,5,5,BEU
5,4,5,5,5,5,5,BEU
5,4,5,5,5,4,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,4,5,4,4,5,SITE
4,5,4,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,4,SBAHM
5,4,5,5,5,5,5,SNAHS
5,5,5,4,5,5,5,SITE
4,5,4,5,5,5,5,SBAHM
5,5,4,5,5,5,4,SNAHS
5,5,5,5,5,5,5,SOM
4,5,5,5,5,5,5,BEU
5,5,5,5,5,4,4,SITE
5,4,5,1,5,5,5,SBAHM
5,5,5,5,5,5,4,BEU
5,5,5,5,4,5,5,SBAHM
5,5,5,4,5,5,5,SITE
5,5,4,5,5,5,5,SITE
4,5,3,4,5,5,5,BEU
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,4,SNAHS
5,5,5,5,4,5,5,SBAHM
5,5,5,5,2,5,5,SBAHM
5,5,4,5,4,5,5,SITE
5,5,5,5,4,5,4,BEU
5,5,5,5,5,5,5,SBAHM
5,5,5,4,5,5,5,SOM
5,5,5,5,5,5,5,BEU
4,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,4,5,5,5,SNAHS
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,4,3,SNAHS
5,5,1,5,5,5,5,SOM
5,3,5,5,1,5,5,SNAHS
5,4,5,5,5,5,5,SOM
5,5,5,4,5,5,5,SBAHM
5,5,5,5,2,5,5,SITE
5,5,5,5,5,4,5,SOM
5,1,5,5,4,5,5,SITE
5,5,5,4,5,5,5,SOM
4,2,5,5,5,5,3,SBAHM
5,5,5,4,4,5,4,BEU
5,5,5,4,5,5,5,SITE
3,5,5,5,5,4,3,BEU
4,4,5,5,5,5,5,SBAHM
5,5,5,5,5,4,5,SNAHS
5,5,5,5,5,4,5,SBAHM
5,5,5,5,5,5,4,SNAHS
5,5,5,5,5,4,5,SBAHM
4,5,5,5,2,5,4,BEU
5,5,5,5,5,5,5,SOM
5,4,5,5,5,5,3,SOM
5,5,5,5,5,5,4,BEU
3,4,5,5,5,5,2,SNAHS
4,5,4,5,5,4,2,BEU
5,5,5,4,5,4,5,SOM
5,4,4,5,3,5,5,SOM
5,5,5,5,5,5,5,BEU
5,5,1,5,5,3,5,BEU
5,5,4,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SITE
5,4,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SBAHM
4,4,5,5,5,5,4,BEU
5,5,5,2,4,5,5,SNAHS
5,5,5,5,5,5,4,SITE
5,4,5,4,5,5,5,SBAHM
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,BEU
4,5,5,5,5,5,5,BEU
5,4,5,3,5,5,4,SNAHS
5,4,5,4,5,5,5,SITE
5,5,5,5,4,5,4,SNAHS
5,3,4,5,5,5,5,SBAHM
5,5,5,4,5,5,5,SNAHS
5,5,5,5,5,2,5,SBAHM
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SBAHM
5,5,5,3,5,5,4,SNAHS
5,5,5,5,2,5,5,BEU
4,5,5,5,5,5,5,SOM
4,4,4,5,5,5,5,SNAHS
5,5,5,5,5,5,5,BEU
5,5,5,5,5,4,5,SITE
5,5,5,5,4,5,5,SNAHS
4,2,5,5,5,5,5,SNAHS
5,5,5,4,5,5,5,SITE
5,5,5,5,5,5,2,BEU
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,4,SITE
5,5,5,5,5,5,5,SBAHM
5,5,4,5,5,5,5,BEU
5,5,5,5,5,5,4,SITE
5,5,5,5,5,5,5,BEU
4,5,5,4,4,5,5,BEU
5,4,5,5,5,5,5,SITE
4,5,5,1,5,5,5,SITE
5,5,4,5,4,5,5,SBAHM
5,5,5,4,5,5,5,SITE
5,5,5,5,5,4,5,SBAHM
5,5,5,4,5,5,5,SITE
5,3,5,5,5,5,5,SITE
5,4,5,5,5,5,5,SNAHS
5,5,4,5,4,5,5,BEU
5,5,5,5,5,5,5,BEU
5,4,5,5,5,5,5,SOM
5,5,5,5,5,5,4,SITE
5,5,4,5,5,5,5,SBAHM
4,5,5,5,5,4,4,BEU
5,5,4,5,5,5,5,BEU
5,4,5,5,5,5,5,BEU
5,5,5,5,5,4,5,SITE
5,5,5,5,5,5,5,BEU
4,5,3,5,5,5,4,SITE
5,5,5,4,5,5,5,SNAHS
5,5,5,5,5,1,5,BEU
5,4,5,5,4,5,5,SOM
5,5,5,5,2,5,4,SNAHS
5,5,3,5,2,5,5,SOM
5,5,5,4,4,5,4,SOM
5,5,5,5,5,5,4,SOM
5,5,5,5,5,5,5,SOM
5,5,5,5,4,5,5,SBAHM
5,5,5,5,4,5,5,SNAHS
4,5,4,5,5,5,5,SOM
5,5,4,4,5,5,4,BEU
5,4,5,5,5,5,4,SBAHM
5,5,5,5,5,5,5,SBAHM
4,3,5,5,5,5,5,SOM
3,4,5,5,5,5,5,BEU
5,5,4,5,4,5,5,SOM
5,5,5,2,5,5,5,BEU
5,5,5,5,5,5,5,SITE
5,5,4,5,5,5,4,SNAHS
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,2,5,SITE
5,5,4,5,5,5,5,SBAHM
5,5,5,4,5,5,5,SNAHS
5,4,5,4,5,5,4,SNAHS
5,5,4,5,5,5,5,SNAHS
5,5,5,5,5,1,5,SOM
5,5,5,5,4,5,4,BEU
5,5,5,5,5,1,3,SITE
5,5,5,5,5,5,5,SNAHS
5,2,5,4,5,4,3,BEU
5,5,5,5,5,4,5,SOM
4,5,5,5,5,5,5,SNAHS
5,3,5,5,1,5,5,SOM
5,3,5,5,2,5,4,BEU
5,4,5,5,3,5,5,SBAHM
4,5,5,4,5,5,5,SBAHM
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,4,BEU
5,5,5,5,5,5,5,BEU
5,4,5,5,5,5,5,BEU
5,4,4,5,5,5,5,SITE
5,5,5,5,5,5,4,SOM
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,4,SNAHS
5,5,5,5,4,5,4,SITE
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SOM
1,5,5,5,5,4,5,BEU
5,5,3,5,5,5,5,SBAHM
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SNAHS
5,5,4,5,5,5,5,SBAHM
4,3,5,5,5,4,5,SOM
3,4,5,5,4,5,5,SBAHM
5,4,5,5,5,5,5,SOM
5,5,4,5,5,5,5,SITE
4,5,5,4,5,5,5,SNAHS
5,5,5,5,5,5,5,SITE
5,5,5,5,5,5,5,SOM
5,5,5,5,4,5,5,BEU
5,5,5,5,5,5,5,SITE
5,5,5,4,5,5,5,BEU
5,5,4,4,5,5,5,BEU
5,5,5,5,5,5,4,BEU
5,5,5,4,5,4,5,BEU
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,4,BEU
5,5,5,5,4,5,5,SNAHS
4,5,5,5,5,5,5,SOM
5,5,4,5,5,5,5,SBAHM
4,5,5,5,5,5,5,BEU
5,5,5,4,5,5,5,SBAHM
1,5,5,5,5,5,5,SOM
5,5,2,5,4,5,5,BEU
4,4,5,5,4,5,5,SNAHS
5,5,5,4,5,5,5,BEU
5,5,5,5,5,5,5,SOM
4,5,5,5,5,5,5,SOM
5,5,5,4,5,4,4,SOM
4,5,5,5,5,4,5,SBAHM
5,5,5,5,5,5,5,SOM
5,5,5,4,5,5,5,BEU
5,4,5,5,5,5,5,SBAHM
1,5,5,5,5,5,5,SNAHS
4,5,5,5,5,5,5,SNAHS
5,5,5,5,4,5,5,SITE
5,5,5,5,5,5,4,SBAHM
5,5,4,5,5,5,5,SNAHS
5,4,5,5,5,5,3,SOM
5,5,2,5,5,5,5,SNAHS
5,5,5,4,5,5,5,SBAHM
5,2,5,5,5,5,5,SNAHS
5,2,5,5,5,5,5,BEU
5,4,5,4,5,5,3,SOM
5,5,5,5,4,5,3,SITE
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SBAHM
5,5,5,2,5,5,5,SNAHS
5,5,2,5,5,5,5,BEU
4,5,4,5,5,4,5,SOM
5,3,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SBAHM
5,5,5,5,3,5,5,SITE
5,4,5,5,5,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,4,5,4,5,5,SITE
4,5,4,5,5,5,4,BEU
5,4,5,5,5,5,5,SITE
5,3,5,5,4,5,5,SNAHS
5,5,5,5,5,5,5,SITE
5,4,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SITE
3,5,5,4,5,5,5,BEU
5,5,5,5,5,5,5,SITE
5,5,5,3,5,5,3,SOM
5,5,5,5,3,5,5,SBAHM
5,4,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
5,5,5,5,5,4,4,SOM
2,5,5,5,5,5,4,SOM
5,5,5,5,5,5,5,SBAHM
5,5,5,5,5,5,5,SBAHM
5,5,4,5,5,5,5,BEU
5,5,5,5,5,5,4,SNAHS
4,5,5,5,5,5,5,SOM
5,5,5,5,5,5,5,SNAHS
5,5,5,5,5,5,5,SOM
1,5,4,5,5,5,5,BEU
5,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SITE
5,5,5,5,5,4,5,SNAHS
4,5,5,5,5,5,5,BEU
5,5,5,5,5,5,5,SOM
3,4,5,5,5,5,4,SITE
5,5,5,5,5,2,5,BEU
5,5,5,4,5,5,4,SNAHS
